Latitude,Longitude
27.22017,16.03317
27.23317,16.02933
27.2705,16.04067
27.0655,16.0875
27.10683,16.51617
27.1025,16.23817
27.11433,16.145
27.1135,16.143
27.12017,16.11117
27.12117,16.10883
27.0135,16.36583
27.37683,16.30233
27.35133,16.25367
27.27833,16.27717
27.2585,16.09233
27.19017,16.30833
27.203,15.90067
27.1585,16.45617
27.917,16.48767
27.94783,16.50983
27.1295,16.06867
27.04133,16.38767
27.04306,16.41167
27.15222,16.48306
27.15222,16.51722
27.57139,16.175
27.42639,16.27417
27.25253,16.08372
27.4387,15.94838
27.63167,16.08694
27.57139,16.08333
27.1205,16.0235
27.92472,16.9575
27.01083,16.18167
27.08333,16.25
27.02583,16.38783
27.188,16.40233
26.90633,16.6865
26.907,16.6815
27.231,16.249
27.07567,16.06633
27.919,16.684
27.17017,16.0355
27.22167,16.25
27.14683,16.05017
27.035,16.38133
27.46767,16.17017
27.66733,15.9505
27.23233,16.196
27.03367,16.38333
27.33333,16.21667
27.33333,16.25
27.33017,16.23117
27.13533,16.052
27.28133,16.40833
27.08333,16.055
27.182,16.30017
27.43333,16.0
27.45056,16.19167
27.49583,16.25833
27.03583,16.38528
27.20167,16.31117
27.26633,16.35783
27.13383,16.06533
28.21417,15.55083
27.16917,16.13533
27.32833,16.21867
27.24167,16.23267
27.42767,16.1655
27.38,16.469
27.28,16.14783
27.375,16.184
28.28767,15.49467
27.13233,16.068
26.9195,16.657
27.23017,16.48833
27.27417,16.40833
27.1345,16.08933
27.18317,16.33083
27.16383,16.52033
27.15,16.40633
27.14967,16.21
27.1675,16.14067
27.1835,16.11517
27.184,16.11183
27.19567,16.10033
27.19583,16.01317
27.19583,16.01317
27.25483,16.00667
27.133,16.0395
27.11167,16.02983
27.10467,16.01167
27.1075,16.03583
27.11067,16.07017
27.1185,16.10333
27.1205,16.11217
27.13033,16.1565
27.13317,16.16333
27.15233,16.26717
27.155,16.27883
27.12933,16.37283
27.1355,16.3205
27.159,16.22
27.16717,16.1505
27.16983,16.14317
27.10133,16.0215
27.10383,16.0325
27.147,16.1585
27.1575,16.208
27.1575,16.208
27.19117,16.27767
27.24733,16.39733
26.98333,16.506
26.98133,16.50433
27.03367,16.4055
27.04517,16.38167
27.04567,16.3795
27.0465,16.37267
27.14033,16.20467
27.185,16.1335
27.186,16.13083
27.18667,16.12283
27.1915,16.115
27.15617,16.029
27.111,16.02167
27.11067,16.02583
27.108,16.071
27.12017,16.20833
27.13817,16.27233
27.03017,16.53683
27.03083,16.5215
27.02683,16.5085
27.0505,16.40517
27.05117,16.39233
27.16533,16.14483
27.18367,16.11583
27.24983,16.0205
27.63567,16.87778
27.69983,15.72694
27.09617,16.02567
27.102,16.02017
27.11167,16.01333
27.1165,16.083
27.11783,16.08533
27.12483,16.12083
27.127,16.12933
27.141,16.16783
27.152,16.197
27.2645,16.40867
27.07583,16.45333
27.07333,16.43083
27.07717,16.39817
27.07733,16.217
27.1485,16.0945
27.10267,16.02833
27.10667,16.0085
27.1705,15.94517
27.18283,15.94233
27.16467,15.943
27.1615,15.95083
27.12817,16.004
27.11833,16.01017
27.09967,16.03467
27.0815,16.148
27.09133,16.289
27.03783,16.4685
27.04717,16.44133
27.058,16.40217
27.0715,16.091
27.09583,16.03683
27.117,16.01533
27.1245,15.99167
27.15117,15.9665
27.643,15.90167
27.62517,15.98217
27.624,16.05117
27.62467,16.0545
27.62417,16.05983
27.62433,16.06233
27.54733,16.3655
27.6315,16.03333
27.12033,16.063
27.12133,16.0685
27.1275,16.104
27.126,16.1065
27.13083,16.13233
27.1415,16.16483
27.25733,16.38217
27.37883,16.45383
27.44317,16.32933
27.45333,16.31267
27.495,16.259
27.56417,16.15217
27.5775,16.13633
27.086,16.03683
27.09017,16.032
27.13717,15.8445
27.1405,15.97483
27.15283,15.96267
27.1685,15.95833
27.16583,16.08617
27.16533,16.21317
27.17717,16.26683
27.18567,16.31833
27.194,16.36133
27.09933,16.37983
27.15217,16.05683
27.18267,16.0905
27.19483,16.06917
27.1975,16.062
27.2025,16.05267
27.216,16.03233
27.18617,16.11117
27.188,16.12883
27.1885,16.13083
27.2035,16.2
27.20667,16.2045
27.21017,16.22083
27.21833,16.25417
27.11583,16.37683
27.1145,16.35517
27.11483,16.34333
27.11267,16.31583
27.11217,16.29633
27.06117,16.17817
27.06967,16.1675
27.10733,16.12633
27.14533,16.08367
27.14767,16.08083
27.165,16.02083
27.18367,16.30033
27.1885,16.31483
27.20267,16.42083
27.10383,16.38867
27.10633,16.374
27.11133,16.27967
27.12317,16.223
27.12833,16.20967
27.18383,16.12883
27.18383,16.12883
27.18383,16.12883
27.18383,16.12883
27.25117,16.07333
27.36233,16.08967
27.3775,16.19317
27.3615,16.2145
27.37817,16.31217
27.37817,16.31217
27.40867,16.3185
27.4595,16.07667
27.45967,16.07267
27.4715,16.296
27.53817,16.44233
27.25383,16.30233
27.26183,16.26133
27.2855,16.176
27.32667,16.09567
27.0875,16.051
27.08817,16.0575
27.08733,16.058
27.09967,16.11783
27.1025,16.134
27.202,16.36733
27.23,16.31217
27.29133,16.21333
27.325,16.165
26.78917,16.70467
26.77167,16.11133
26.94467,16.17933
26.9715,16.45133
26.97,16.4625
27.135,16.2335
27.1685,16.1845
27.28617,16.07467
27.70467,16.18917
27.52367,16.15117
27.38467,16.12867
27.51283,16.16267
27.292,16.112
27.1595,16.05283
27.08867,16.14317
26.80733,15.9015
27.12117,16.331
27.12217,16.312
27.2435,16.081
27.01333,16.1875
27.14317,15.873
27.028,16.35867
27.03383,16.326
27.09867,16.14133
27.09917,16.14033
28.3,15.7175
28.1815,15.64783
28.206,15.6355
27.839,15.877
27.84067,15.88567
27.84267,15.8995
27.129,16.2655
27.10417,16.1175
27.1095,16.0745
27.10467,16.00867
27.13017,16.23183
27.15517,16.2825
27.2035,16.3115
27.19367,16.20767
27.182,16.15017
27.179,16.11267
27.1725,16.08133
27.15133,16.045
27.08283,16.129
27.10483,16.1195
27.15467,16.079
27.185,16.0995
27.2165,16.15
27.2915,16.21333
27.20283,16.05767
27.20217,16.05833
27.22667,16.113
27.22483,16.24383
27.17867,16.259
27.23867,16.12967
27.5965,15.8705
27.61717,15.96633
27.67917,15.86533
27.8195,15.8945
27.86617,15.89733
28.9055,15.82767
27.92367,15.83217
27.9275,15.83117
27.86217,15.87967
27.85883,15.8815
27.84983,15.88583
27.83933,15.89183
27.841,15.86817
27.8515,15.8715
27.85967,15.88017
27.86167,15.88317
27.94867,15.90133
27.832,15.83767
27.83533,15.8435
27.876,15.91733
27.91483,15.96183
27.87333,15.9135
27.88683,15.8715
27.88717,15.86333
27.8945,15.85933
27.91617,15.83783
27.87417,15.88717
27.44217,16.08217
27.4345,16.12267
27.42183,16.17817
27.41117,16.2
27.41217,16.20183
27.4445,16.27433
27.44317,16.1855
27.33733,16.20133
27.1425,16.0595
27.46133,16.1955
27.46483,16.18733
27.35683,16.167
27.42383,16.34
27.4355,16.26633
27.409,16.20417
27.76483,16.08633
27.8185,15.92733
27.81833,15.91533
27.8365,15.8245
27.86667,15.94283
27.3695,16.19883
27.84217,15.89667
27.814,15.9115
27.76383,15.91083
27.83767,15.91333
27.93133,15.8675
28.14033,15.82383
27.40917,16.268
27.42083,16.29333
27.82383,15.8785
27.3725,16.24017
27.37517,16.18417
27.347,16.08833
27.48733,16.32517
27.51617,16.28333
27.3785,16.1855
27.4665,15.914
27.50233,15.9125
27.59917,16.00233
27.59467,15.9365
27.86433,15.87333
27.8745,15.87217
27.86383,15.87017
27.74017,15.93683
27.479,16.03917
27.45467,16.08733
27.37933,16.45817
27.35817,16.43233
27.29367,16.41433
27.28133,16.41733
27.27933,16.41167
27.31283,16.232
27.4475,15.985
27.32367,16.27683
27.24083,16.408
27.22183,16.2455
26.85483,15.97533
26.69617,16.3275
27.90017,15.90117
27.829,15.928
27.48333,16.263
27.48183,16.28733
27.48083,16.31833
27.452,16.021
27.38833,16.15733
27.39783,16.16317
27.48017,16.27133
27.46067,16.17083
27.4335,16.0845
27.42683,16.05367
27.5825,15.98333
27.64617,15.91483
27.804,15.935
27.7875,15.855
27.80517,15.92667
27.79783,15.94167
27.80733,15.93767
27.81,15.933
27.81433,15.9145
27.80383,15.921
28.019,15.86333
28.01517,15.86367
27.01167,15.86483
28.01967,15.89017
28.01483,15.86267
28.01,15.845
28.00883,15.84283
28.0215,15.8425
27.8315,15.87433
27.78533,15.95233
27.78717,15.95117
27.79133,15.96517
27.77983,16.06267
27.7865,16.09717
27.61067,16.21867
27.35267,16.20067
27.74767,16.003
27.75467,15.98183
27.35583,16.20317
27.3685,16.1735
27.36883,16.2855
27.36867,16.26383
27.46533,16.01517
27.2,16.1
27.01767,16.38833
27.18383,16.11433
27.38333,16.41667
27.26667,16.11667
27.13333,16.08333
27.1885,16.35017
27.26683,16.06683
27.15133,16.12683
26.99167,15.7745
27.16883,16.13817
27.20183,16.3835
26.96017,16.34033
27.20333,16.0715
27.45433,16.2315
27.33417,16.28733
27.33083,16.28317
27.30033,16.17767
27.28883,16.11533
27.2525,16.06967
27.25283,16.07167
27.27183,16.0535
27.27183,16.0535
27.27183,16.0535
27.26683,16.06683
27.26683,16.06683
27.26683,16.072
27.28067,16.06183
27.18333,16.08333
27.0555,16.136
27.0715,16.11583
27.08983,16.08667
27.11183,16.08433
27.11117,16.08433
27.14167,16.0865
27.31033,16.2325
27.31033,16.2325
27.311,16.234
27.3,16.2
27.1365,16.0835
27.15183,16.23367
27.18783,16.1385
27.0685,16.107
27.01817,16.0885
27.01733,16.0885
27.01867,16.32033
27.18867,16.3185
27.18867,16.33383
27.20017,16.3685
27.20567,16.371
27.2025,16.36917
27.20017,16.35017
27.2015,16.35517
27.18767,16.335
27.1855,16.31683
27.1835,16.30267
27.1835,16.30167
27.186,16.287
27.18683,16.288
26.96333,16.45933
27.20333,16.08183
27.20267,16.11717
27.02317,16.41317
27.08367,16.13367
27.2695,16.13783
27.42383,16.2045
27.27683,16.12567
27.25267,16.0705
27.28033,16.067
27.27183,16.0535
27.27183,16.05667
27.27183,16.07683
27.211,16.35183
27.54767,15.847
27.1915,16.29367
27.19083,16.29283
27.20117,16.3175
27.09367,16.4205
27.30017,16.14117
26.89517,16.5515
27.20517,16.13933
27.23583,16.06033
27.27833,16.10833
27.29117,16.1275
27.547,15.85933
27.42717,16.33383
27.3445,16.3025
27.39883,16.1595
27.43217,16.25233
27.217,16.38917
27.2315,16.32617
27.25267,16.26983
27.27133,16.4135
27.05267,16.43133
27.07583,16.32683
27.09933,16.15533
27.117,16.121
27.12383,16.11233
27.1515,16.08267
27.1555,16.07767
27.0865,16.17317
27.1515,16.083
27.1015,16.13783
27.13117,16.11317
27.42533,16.08783
27.65533,15.99233
27.63367,16.0285
27.63917,15.881
27.5895,16.11667
27.63917,15.90133
27.21367,16.2815
26.83583,16.6265
26.92817,16.476
26.916,16.67317
26.91633,16.67483
27.06967,16.07083
26.99317,16.13933
26.87967,16.67317
26.979,16.31083
27.028,16.28283
26.879,16.69783
27.31283,15.9935
26.97033,16.36083
26.8855,16.58017
26.85,16.73333
27.28383,16.17133
27.26917,16.364
27.039,16.26117
27.12733,16.02233
27.396,16.11483
27.16267,16.296
27.16267,16.296
27.02917,16.22933
27.47883,16.30367
27.48417,16.30533
27.50467,16.32167
27.352,16.2475
27.23633,16.35383
27.3705,16.18833
27.35517,16.2035
27.35167,16.23567
27.30417,16.32217
27.2735,16.33833
27.23533,16.338
27.0555,16.05067
27.15233,16.33733
26.90767,16.70167
26.919,16.6775
27.37083,15.99133
26.90483,16.679
26.881,16.54917
26.88217,16.65167
26.95,16.15
26.94017,16.419
26.99317,16.13933
26.96417,16.46917
26.88533,16.579
26.98,16.405
27.15733,16.41983
26.98167,16.45833
26.90833,16.66933
27.16667,16.13333
27.16306,16.00444
27.26056,16.0075
27.25861,16.01139
27.11683,16.10033
26.98333,16.38333
27.01667,16.36667
26.8,16.06667
27.11667,16.18333
26.96667,16.41667
27.28333,16.1
26.93333,16.46667
27.6,16.2
27.03333,16.38333
27.05,16.38333
27.11667,16.43333
27.11667,16.43333
27.23333,16.11667
27.05,16.35
27.05,16.05
27.05,16.05
27.06667,16.06667
27.33333,16.16667
27.35,16.16667
27.46667,16.3
27.23333,16.11667
26.98333,16.38333
27.0,16.4
26.96667,16.36667
27.0,16.13333
26.75,16.43333
26.95,16.46667
27.05,16.4
27.05,16.38333
27.03333,16.18333
26.58333,16.8
27.08333,16.38333
27.45,16.25
27.01667,16.41667
26.95,16.46667
26.95,16.46667
27.28333,16.1
26.96667,16.36667
27.15,16.21667
27.08333,16.36667
27.08333,16.36667
26.96667,16.41667
26.95,16.45
27.08333,16.08333
27.11667,16.05
27.4,16.2
26.96667,16.43333
26.98333,16.41667
26.98333,16.4
26.96667,16.38333
26.96667,16.38333
26.96667,16.4
27.0,16.38333
26.96667,16.4
27.0,16.38333
27.01667,16.36667
27.1,16.36667
27.16667,16.43333
26.93333,16.41667
26.96667,16.38333
26.96667,16.36667
26.96667,16.36667
27.05,16.15
27.03333,16.13333
27.06667,16.15
27.15,16.2
26.98333,16.38333
27.06667,16.06667
27.06667,16.06667
27.13333,16.1
27.25,16.11667
27.28333,16.1
27.3,16.1
26.98333,16.41667
27.0,16.41667
27.1,16.35
27.11667,16.31667
27.31667,16.26667
27.31667,16.28333
27.25,16.35
27.13183,16.05
27.16667,16.16667
27.13817,16.03717
27.1895,16.0645
27.10883,16.05983
27.19667,16.0885
27.15433,16.03317
27.08167,16.28333
27.13333,16.05
27.12067,16.084
27.12833,16.05083
27.305,16.20167
27.15217,16.10317
27.13433,16.11017
27.27867,16.2165
27.30167,15.7645
28.24883,15.51833
27.87033,15.87167
27.86367,15.86667
27.85117,15.87567
27.84983,15.884
27.85,15.884
27.8425,15.88433
27.8325,15.88533
27.76767,15.94067
27.71433,15.86867
26.958,16.335
26.97083,16.38567
26.97383,16.37517
27.0155,16.534
26.90617,16.67183
26.94167,16.566
26.9705,16.53717
27.121,16.51633
26.9835,16.46833
26.91533,16.5375
26.89583,16.57233
26.91917,16.52217
26.93217,16.49433
26.96183,16.45017
26.94833,16.478
26.9675,16.44967
26.98367,16.44533
26.98467,16.44483
26.991,16.44433
26.99233,16.4375
26.98717,16.43717
27.01617,16.468
26.9705,16.469
26.47667,16.46083
26.98333,16.44
26.99883,16.44283
27.01883,16.434
27.0415,16.40083
26.97017,16.46967
26.99017,16.4475
26.99933,16.431
27.27767,16.23717
26.91383,16.465
27.46367,16.1465
26.99333,16.4505
26.98717,16.43733
27.3695,16.24017
27.00033,16.44617
26.9945,16.452
27.03283,16.48967
27.00883,16.46
27.04683,16.40883
27.0055,16.47283
27.0145,16.38867
26.98717,16.437
27.54083,16.15783
26.966,16.50283
27.057,16.445
26.98683,16.44017
26.99817,16.43967
26.97483,16.39017
26.99417,16.45183
26.95867,16.4555
26.994,16.45217
26.99,16.39783
26.98333,16.46167
26.9945,16.45367
27.41317,16.2795
26.97583,16.467
26.99533,16.44683
27.77117,15.93233
26.99533,16.44683
26.97633,16.4675
26.98183,16.43117
26.99517,16.45217
26.98683,16.43717
27.05683,16.3975
26.987,16.437
26.972,16.468
27.479,16.13933
27.04833,16.38433
26.96533,16.46867
27.447,16.14817
26.9865,16.4375
26.966,16.50283
26.97033,16.45717
26.98867,16.43717
27.2735,16.24017
26.972,16.468
26.9915,16.45617
26.98483,16.44083
27.02667,16.26417
26.8965,16.57833
27.035,16.1615
27.396,16.1905
27.08083,16.05633
27.06967,16.0965
27.0655,16.07983
27.083,16.0535
26.88333,16.68817
27.34033,16.28567
27.20217,15.893
27.19833,15.90117
27.197,15.9045
27.17317,15.93733
26.88967,16.5715
27.057,16.09583
27.0415,16.3725
27.20233,15.89583
26.98067,16.34633
26.87267,16.70367
26.8715,16.63417
27.152,16.316
26.9195,16.674
26.95,16.35
26.95,16.35
27.25,16.13333
27.36667,16.18333
28.0,16.0
27.09317,16.04933
26.911,16.45683
27.01267,16.27783
27.21917,16.22633
27.36483,16.17367
27.04183,16.405
26.9195,16.68
27.5,16.5
27.08333,16.11667
27.23333,16.11667
27.13333,16.46667
27.08333,16.11667
27.43333,16.2
27.23333,16.1
27.08333,16.11667
27.1,16.1
26.1,16.06667
26.1,16.08333
27.15,16.1
27.16667,16.13333
27.18333,16.11667
27.18333,16.13333
27.25,16.18333
27.11667,16.1
27.11667,16.06667
27.23333,16.1
27.13333,16.11667
27.75,16.88333
27.66667,16.35
27.0345,16.14283
27.83267,15.9105
27.08333,16.05
27.88083,16.9135
27.9265,16.90417
27.12267,16.50617
27.13683,16.1455
27.10833,16.05833
27.09283,16.12717
27.05383,16.4475
27.06517,16.13983
27.35,16.18333
27.25,16.13333
27.25,16.13333
27.2,16.08333
27.21667,16.13333
27.21667,16.15
27.13333,16.2
26.95,16.38333
27.0,16.35
27.03333,16.35
27.08333,16.25
27.18333,16.26667
26.98333,16.58333
26.9,16.6
26.95,16.45
27.03333,16.43333
27.11667,16.46667
27.4,16.23333
27.08333,16.06667
27.08333,16.01667
27.13333,16.01667
27.21667,16.11667
27.23333,16.15
27.25,16.18333
27.38333,16.05
27.5,16.2
27.56667,16.2
27.21733,16.09267
27.19667,16.19717
27.18867,16.37583
27.18733,16.37817
27.44683,16.31933
27.68717,15.97717
27.8985,15.86367
27.899,15.8645
27.90167,15.8635
27.33117,16.2035
27.125,16.34533
27.11767,16.0265
27.13183,16.20767
27.13267,15.9925
26.8955,16.58317
26.95667,16.3475
26.96583,16.348
26.87567,16.68033
26.8825,16.662
27.198,16.4085
27.11083,16.04417
27.0345,16.14283
26.9415,16.42117
26.89633,16.5795
26.88917,16.55067
26.89267,16.57667
26.98017,16.34967
26.89967,16.57817
26.89367,16.62617
27.098,16.12167
27.4505,16.22383
27.0295,16.37217
27.32717,16.21667
27.05417,16.3875
27.08333,16.36667
27.28067,16.40567
27.45017,16.18667
26.83733,16.61367
27.20983,16.4265
27.2115,16.432
26.7375,16.8995
26.8105,16.80483
26.97333,16.54167
27.01933,16.51333
27.06417,16.39367
27.07,16.39317
27.1125,16.33167
27.113,16.33617
27.33067,16.2805
27.36417,16.28033
27.45367,16.323
27.48717,16.44533
27.1725,16.38617
26.91667,16.66667
27.17433,15.9205
27.02583,16.36583
29.6425,11.73222
29.865,11.69167
29.865,11.69167
29.59806,11.94028
29.57889,11.74944
29.50639,11.49861
29.46556,11.43333
29.59722,11.74167
29.59806,11.74167
29.56306,12.03083
29.61056,12.10778
29.64778,11.74694
29.61778,11.77361
29.63139,11.76194
29.51139,11.99111
29.43833,11.87833
29.48111,12.14056
29.41917,12.125
29.26806,11.70528
29.66472,11.77639
29.41278,11.95333
29.62667,11.69389
29.37806,11.88667
29.50944,11.80611
29.58333,11.78333
29.58333,11.78333
29.58333,11.78333
29.50639,11.49861
29.62889,11.78778
29.60028,12.23889
29.32806,11.78222
29.30222,11.91639
29.30444,11.90722
29.36306,11.99667
29.53333,12.26667
29.63333,11.73333
29.58333,11.78333
29.58333,11.78333
29.58333,11.78333
29.58333,11.78333
29.58333,11.78333
29.61667,11.75
29.64528,11.66472
29.62778,11.7025
51.41667,51.96667
-29.38333,23.1
-30.18333,23.26667
36.91667,3.91667
39.06667,58.86667
50.71667,10.11667
18.165,54.08333
18.16667,54.085
18.20167,54.13667
18.42833,54.05333
18.16667,54.16667
18.13167,54.10833
18.335,54.18167
18.34167,54.18833
18.28167,54.11
18.33833,54.19833
18.345,54.19833
18.35833,54.23333
18.36667,54.23667
18.24333,54.14167
18.64333,54.43
18.99333,54.415
18.16,54.13833
18.30167,54.15333
18.315,54.14833
19.03333,54.51667
18.15333,54.17833
19.02833,54.49167
19.075,54.5
19.06167,54.55333
18.40333,54.15167
18.22667,54.11167
19.26333,54.72067
18.07583,54.06717
19.1005,54.8235
19.115,54.8235
19.11917,54.81
19.122,54.79467
19.16933,54.70317
19.23717,54.49
19.16333,54.63667
19.1275,54.8145
19.11733,54.79683
19.11167,54.8195
19.115,54.82367
19.11833,54.82783
19.10067,54.82
19.102,54.81867
19.10533,54.81283
19.11933,54.795
19.129,54.78617
19.1575,54.81967
19.22183,54.69267
19.1495,54.7555
19.176,54.84533
19.176,54.87683
19.167,54.86633
19.15633,54.82417
19.21083,54.7195
19.14217,54.78683
19.14767,54.77633
19.14783,54.77517
19.16217,54.7665
19.17067,54.75967
19.20183,54.7385
19.1275,54.83567
19.17817,54.875
19.17833,54.874
19.17867,54.87417
19.13517,54.8565
19.11717,54.826
19.18467,54.6725
19.18217,54.6445
19.19467,54.58133
19.15867,54.731
19.16633,54.74333
19.15367,54.85367
19.15733,54.8665
19.14867,54.84733
19.16717,54.781
19.10633,54.81883
19.21767,54.56733
19.16017,54.8035
19.16717,54.78867
19.18367,54.75317
19.2375,54.72
19.322,54.78267
19.20517,54.55767
19.2465,54.66783
19.26583,54.69767
19.21233,54.8475
19.23233,54.81117
19.29467,54.71117
19.304,54.6955
19.22367,54.811
18.26117,54.32483
18.32967,54.4805
18.6395,54.54
18.6425,54.542
18.665,54.56667
18.67917,54.58783
18.66517,54.5635
18.73683,54.51133
18.755,54.50833
18.857,54.48533
18.90967,54.4765
18.48778,54.18085
18.55577,54.00077
18.55905,54.09825
18.92655,54.2624
19.0448,54.50738
19.06285,54.49708
18.54293,54.00107
18.5453,54.02017
18.54872,54.02702
18.5539,54.01315
18.9225,54.4745
18.55417,54.00253
18.55478,54.04272
18.55492,54.0293
18.5552,54.01572
18.55673,54.00083
18.55907,54.08162
18.55942,54.04513
19.17203,54.79462
18.71522,54.37633
18.72603,54.37865
18.92967,54.47117
18.73693,54.47907
18.73293,54.58742
19.24968,54.65495
19.28813,54.52832
19.30618,54.49478
19.30875,54.50178
18.65952,54.2463
18.66003,54.24553
18.65695,54.23873
18.39818,54.07842
18.97917,54.4645
19.33263,54.77822
19.33503,54.79092
18.4285,54.17082
18.73963,54.26533
19.31025,54.75487
18.69942,54.2651
19.33615,54.7916
19.30088,54.63938
19.30455,54.63157
18.33045,54.5268
19.29467,54.71317
18.7864,54.62955
18.86395,54.64277
18.93868,54.74035
18.91903,54.71077
18.86492,54.64965
18.81953,54.6138
18.85485,54.64018
18.79307,54.62728
18.71705,54.702
18.92632,54.7017
19.33517,54.79183
18.89137,54.62413
18.90902,54.61618
18.92287,54.62867
18.93638,54.72413
18.93075,54.672
18.97162,54.69287
18.74713,54.75247
18.81522,54.63337
18.85703,54.64465
18.85235,54.6488
19.173,54.75783
19.00248,54.53837
18.85472,54.64745
18.83792,54.67033
18.85372,54.75245
18.86328,54.67993
18.87373,54.58605
18.85002,54.62212
18.90415,54.70378
18.96287,54.75133
18.95067,54.752
19.26183,54.74083
19.00867,54.76962
18.85395,54.64743
18.85807,54.6433
18.73953,54.19547
18.75495,54.19122
18.73805,54.19367
18.73048,54.18233
18.74547,54.1939
18.74372,54.20047
18.874,54.26817
18.74065,54.1997
18.74498,54.198
18.74215,54.1942
18.73882,54.19487
18.7221,54.46077
19.3281,54.77718
19.33057,54.79238
19.33265,54.79373
18.15363,54.10562
18.7385,54.47817
18.43683,54.45483
19.091944,54.805556
18.1575,54.09333
18.14217,54.09683
18.178,54.10467
19.200667,54.908417
19.194833,54.918417
18.1915,54.1125
19.223306,54.935778
19.229083,54.923111
19.274778,54.672972
19.191694,54.639389
18.37933,54.2275
19.191222,54.671556
19.190417,54.957194
18.60833,54.55167
18.741611,54.26175
18.751639,54.352361
18.7435,54.5795
19.226417,54.96725
18.70117,54.19683
19.218111,54.917417
18.741611,54.26175
18.86975,54.840111
18.7385,54.26783
18.91444,54.345
18.745694,54.267167
18.87633,54.476
19.13667,54.56333
19.34,54.74667
18.85817,54.59933
19.01677,54.36637
19.0315,54.3735
18.96077,54.37707
18.92433,54.364
18.97817,54.61667
18.98267,54.62183
18.9855,54.62467
18.23083,54.09
18.20417,54.05667
18.76075,54.47285
19.32675,54.77512
18.688528,54.326528
19.0145,54.60433
18.895667,54.343556
19.05933,54.546
18.875861,54.472611
18.98667,54.6005
18.534528,54.167889
18.56925,54.195389
19.14367,54.83783
18.733472,54.515083
18.731389,54.509167
19.29133,54.8345
18.682806,54.285778
18.82852,54.63957
19.18067,54.41883
19.32681,54.76439
18.25117,54.19822
19.285,54.71067
18.27717,54.25547
18.21947,54.30514
18.552,54.00217
18.55392,54.01958
18.532,54.03436
19.3025,54.555
18.42632,54.42865
18.27833,54.285
18.63333,54.42167
19.29583,54.73183
18.57,54.42333
18.31667,54.14667
18.85167,54.66167
18.84667,54.665
19.39833,54.53
19.125,54.71833
18.16667,54.08333
19.14,54.77
19.11667,54.785
19.13667,54.785
19.1795,54.88733
19.13833,54.65833
18.91947,54.36237
19.3025,54.555
18.6672,54.3662
18.79508,54.15128
18.34495,54.25875
19.32865,54.53763
18.72992,54.37463
19.29105,54.5635
19.136,54.82267
19.39333,54.595
19.315,54.53
19.105,54.84333
18.81833,54.455
19.29667,54.56833
19.15167,54.775
19.045,54.39333
18.42,54.10333
19.15,54.58067
19.072,54.65267
19.049,54.583
18.33233,54.2615
18.70117,54.29083
19.30133,54.82367
18.31133,54.36933
18.33767,54.45217
18.33583,54.512
19.195,54.59593
19.19135,54.65545
19.0823,54.77837
19.14362,54.8831
19.20305,54.78495
19.07152,54.77338
19.15545,54.71392
19.06712,54.77877
19.1422,54.88057
19.14145,54.8788
18.3575,54.3535
19.15895,54.70497
19.07285,54.77768
19.11375,54.82245
19.14068,54.67448
19.19477,54.65712
19.18973,54.6518
19.1112,54.61523
19.10735,54.61293
19.13882,54.87985
19.1382,54.67448
18.38233,54.23617
19.15535,54.71392
19.15725,54.71652
19.19607,54.88028
19.19707,54.6703
19.19335,54.66395
19.20077,54.78503
19.173,54.70407
19.11285,54.81877
18.89067,54.33933
18.53778,54.18778
18.412,54.16783
18.56944,54.24
18.58833,54.21806
19.28583,54.7375
18.43333,54.1
18.35675,54.02592
18.24862,54.00363
18.42333,54.42333
18.92667,54.56667
19.16667,54.67333
18.58333,54.455
18.41533,54.18233
18.33833,54.205
18.436,54.48383
19.29167,54.57333
18.41667,54.425
19.43697,54.70665
19.4514,54.6524
18.61667,54.18333
19.35,54.8
19.23,54.88
18.404,54.2415
19.26397,54.72362
19.21303,54.62077
19.01602,54.36783
18.99865,54.39382
18.97655,54.40382
18.98797,54.41825
18.99842,54.41623
18.99225,54.41775
19.01882,54.37352
18.34367,54.41567
19.0182,54.3723
19.01935,54.36903
18.34955,54.25013
18.45278,54.16155
18.5689,54.16808
18.56905,54.17113
18.57128,54.17105
18.56615,54.15795
18.56615,54.15795
18.56177,54.17217
18.43583,54.2355
18.56672,54.16967
18.56668,54.16038
18.57433,54.14937
18.60507,54.16885
18.61057,54.17155
18.6031,54.17775
18.98865,54.40313
18.2025,54.05167
18.32167,54.481
19.16612,54.67243
19.16563,54.66998
19.16617,54.6703
19.16797,54.6722
19.16693,54.67182
19.16525,54.67247
19.16813,54.67157
19.16593,54.67237
19.16833,54.67155
19.16168,54.67452
18.3165,54.31933
18.79783,54.40437
18.74325,54.3769
18.77583,54.45433
18.67378,54.45017
18.68517,54.44203
18.66703,54.43487
18.68712,54.42
18.73168,54.39702
19.25712,54.8987
19.25742,54.85812
19.24633,54.70667
19.18258,54.5945
18.80522,54.35308
18.8005,54.35133
18.72345,54.3155
18.2238,54.2463
18.15897,54.26892
18.1603,54.17717
18.68038,54.14722
18.6213,54.43642
18.62372,54.28792
19.10117,54.828
18.6345,54.27192
18.63988,54.248
19.33766,54.53293
18.33861,54.38944
18.52533,54.61717
18.40867,54.59533
18.92633,54.41283
18.732,54.3845
18.46117,54.36633
19.11083,54.81017
18.6845,54.53967
18.40167,54.54717
18.67133,54.68167
18.35167,54.24056
18.51133,54.60783
18.77633,54.39633
